code,title,points_r2_2021,points_r2_2021_info,points_r2_2020,points_r2_2020_info,points_r2_2019,points_r2_2019_info
GA185,Finance and Economics,,,,,307.0,
GA186,Business with Entrepreneurship,,,,,297.0,
GA187,Rural Enterprise and Agri-Business,,,,,280.0,
GA281,Film and Documentary,301.0,,,,287.0,
GA282,Heritage Studies,,,,,238.0,
GA283,Contemporary Art (portfolio),,Test/Portfolio,,,260.0,
GA284,Design,,,,,309.0,
GA285,Education (Art  Design and Graphics),,,,,,
GA380,International Hotel Management,,,,,225.0,
GA381,International Tourism Management,,,,,261.0,
GA382,Culinary and Gastronomic Science,,,,,225.0,
GA384,Event Management with Public Relations,,,,,209.0,
GA385,Retail Management,,,,,219.0,
GA480,Construction Management,,,,,260.0,
GA482,Quantity Surveying and Construction Economics,,,,,280.0,
GA483,Architectural Technology,273.0,,,,251.0,
GA484,Civil Engineering,,,,,270.0,
GA580,Software and Electronic Engineering,,,,,301.0,
GA680,Mechanical Engineering,,,,,336.0,
GA681,Energy Engineering,,,,,281.0,
GA682,Biomedical Engineering,,,,,331.0,
GA683,Agricultural Engineering,,,,,301.0,
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,,,,,346.0,
GA685,Manufacturing Engineering Design,,,,,,
GA780,Applied Freshwater and Marine Biology,,,,,300.0,
GA781,Applied Biology and Biopharmaceutical Science,,,,,317.0,
GA782,Chemical and Pharmaceutical Science,,,,,307.0,
GA783,Physics and Instrumentation,,,,,373.0,
GA784,Science (Undenominated),,,,,327.0,
GA785,Medical Science,510.0,,,,451.0,
GA786,Forensic Science and Analysis,,,,,300.0,
GA787,Computing in Software Development,,,,,275.0,
GA788,Computing and Digital Media,,,,,270.0,
GA789,Agriculture and Environmental Management,,,,,297.0,
GA790,Sport and Exercise Science,366.0,,,,350.0,
GA791,Public Health Nutrition,,,,,364.0,
GA880,General Nursing,,Randomly Selected,422.0,,389.0,Randomly Selected
GA882,Psychiatric Nursing,,,,,346.0,
GA885,Outdoor Education,,,,,210.0,
GA887,History and Geography,,,,,228.0,
GA889,Applied Social Care,,,,,260.0,
GA890,Early Childhood Education and Care,227.0,,,,278.0,
GA891,Geography and Outdoor Education,,,,,,
GA892,Community Development and Youth Work (Level 8),,,,,,
GA980,Education (Design Graphics and Construction),,,,,376.0,
GA981,Furniture Design and Manufacture,,,,,271.0,
GA982,Furniture Making and Architectural Woodworking,,,,,270.0,
GA983,Furniture and Digital Manufacturing,,,,,,
GA984,Furniture Design  Making and Technology - Common E,467.0,,,,,
GC200,Business,242.0,,252.0,,269.0,
GC201,Accounting and Finance,226.0,,303.0,,251.0,
GC230,Computing Science,289.0,,325.0,,228.0,
GC250,Communications and Media Production,,,,,,
GC300,Business,264.0,,,,251.0,
GC301,Accounting and Finance,251.0,,253.0,,307.0,
GC302,Business - HRM,377.0,,,,269.0,
GC305,International Hospitality Management,,,253.0,,327.0,
GC307,Business (Marketing),270.0,,,,,
GC400,Business,228.0,,248.0,,246.0,
GC401,Accounting and Finance,242.0,,227.0,,181.0,
GC402,Business (HRM),,,236.0,,217.0,
GC403,Law,242.0,,228.0,,225.0,
GC405,International Hospitality Management (Dublin),,,,,254.0,
GC407,Business (Marketing),264.0,,280.0,,246.0,
GC430,Computing Science,251.0,,220.0,,217.0,
GC450,Communications and Media Production,225.0,,254.0,,227.0,
GC462,Design Communication (portfolio),,Test/Portfolio,,,,
GC489,Interior Architecture (portfolio),274.0,Test/Portfolio,,,267.0,Test/Portfolio
GC494,Fashion Design (portfolio),,Test/Portfolio,217.0,,,Test/Portfolio
GY101,Arts (Joint-Honours),326.0,,,,300.0,
GY104,BSc (Psychology),555.0,,520.0,,507.0,
GY105,Arts (History),,,,,318.0,
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,,,330.0,
GY109,Arts (Mathematics and Education),,,,,411.0,
GY110,Arts (Children and Youth Studies - options),,,,,382.0,
GY111,Arts (English and Creative Writing),420.0,,,,402.0,
GY112,Arts with Film Studies,,,,,338.0,
GY113,Arts with Human Rights,,,,,338.0,
GY115,Arts with Performing Arts Studies,,,,,328.0,
GY118,Arts (Drama  Theatre and Performance Studies),430.0,,,,410.0,
GY119,Arts (Journalism),473.0,,,,410.0,
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,,,309.0,
GY121,Arts (Children`s Studies),,,,,356.0,
GY122,Na Dána (Cumarsáid agus Gaeilge),,,,,308.0,
GY123,Applied Social Sciences,,,,,357.0,
GY124,Arts (Arts with Data Science),,,,,434.0,
GY125,Arts (Digital Arts and Technology),,,,,324.0,
GY126,Arts (English and Media Studies),,,,,418.0,
GY127,Arts (Film and Digital Media),421.0,,,,387.0,
GY128,Arts (Global Languages),,,,,370.0,
GY129,Arts (Global Experience),,,,,408.0,
GY130,Arts (Music),,,,,400.0,
GY131,Arts (History and Globalisation Studies),,,,,340.0,
GY132,Government (Politics  Economics and Law),451.0,,,,402.0,
GY133,Education (Computer Science and Mathematical Studi,,,,,401.0,
GY134,Geography and Geosystems,,,,,,
GY135,Arts (Global Media),,,,,,
GY136,Na Dána (Léann Teanga - options),,,,,,
GY201,Commerce,,,,,420.0,
GY202,Commerce (International) with French,,,,,484.0,
GY203,Commerce (International) with German,,,,,489.0,
GY204,Commerce (International) with Spanish,,,,,484.0,
GY206,Business Information Systems (Work Placement and O,,,,,431.0,
GY207,Commerce (Accounting) including optional Global Ex,,,,,486.0,
GY208,Commerce (Gaeilge),,,,,473.0,
GY209,Commerce (Global Experience),,,,,509.0,
GY250,Law and Business,,,,,436.0,
GY251,Law (BCL),,,,,473.0,
GY252,Law (BCL) and Human Rights,,,,,510.0,
GY253,Law and Taxation,,,,,,
GY254,Law (BCL)  Criminology and Criminal Justice,,,,,,
GY261,Business Studies in International Hotel Management,,Test/Portfolio,,,486.0,Test/Portfolio
GY262,Commerce in International Hotel Management (interv,,Test/Portfolio,,,671.0,Test/Portfolio
GY301,Science,488.0,,432.0,,400.0,
GY303,Biomedical Science,,,,,533.0,
GY304,Biotechnology,495.0,,,,473.0,
GY308,Environmental Science,430.0,,,,413.0,
GY309,Financial Mathematics and Economics,,,,,454.0,
GY310,Marine Science,,,,,409.0,
GY313,Environmental Health and Safety,,,,,402.0,
GY314,Earth and Ocean Sciences,,,,,402.0,
GY318,Biopharmaceutical Chemistry,,,,,510.0,
GY319,Mathematical Science,,,,,456.0,
GY320,Physics (Degree options: Applied Astrophysics Biom,,,,,401.0,
GY321,Genetics and Genomics,,,,,,
GY322,Agricultural Sciences,,,,,,
GY350,Computer Science and Information Technology,,,,,425.0,
GY401,Engineering (Undenominated),520.0,,,,444.0,
GY402,Civil Engineering,521.0,,,,509.0,
GY405,Mechanical Engineering,,,,,443.0,
GY406,Electronic and Computer Engineering,,,,,509.0,
GY408,Biomedical Engineering,,,,,519.0,
GY410,Project and Construction Management,,,,,434.0,
GY413,Energy Systems Engineering,,,,,532.0,
GY414,Electrical and Electronic Engineering,,,,,454.0,
GY501,Medicine (five year/six year course  HPAT required,737.0,Randomly Selected,,,726.0,Randomly Selected
GY502,Occupational Therapy,,,,,532.0,
GY503,Speech and Language Therapy,,,,,529.0,
GY504,Podiatric Medicine,526.0,,,,434.0,
GY515,General Nursing (Galway and Portiuncula),496.0,,473.0,,442.0,
GY516,Mental Health Nursing,441.0,,,,388.0,
GY517,Midwifery,509.0,,,,429.0,
ID001,Accounting and Finance,,,,,229.0,
ID002,Business Studies,,,,,285.0,
ID003,Business Studies with Chinese,,,,,,
LC110,Art and Design (Common Entry  portfolio),,Test/Portfolio,,,734.0,Test/Portfolio
LC114,Fashion and Textiles for Product and Costume (port,,Test/Portfolio,,,900.0,Test/Portfolio
LC115,Art and Design Teacher Education (LIT and UL  port,,Test/Portfolio,,,,
LC220,Digital Marketing,,,,,254.0,
LC223,Law and Taxation,,,,,308.0,
LC224,Accounting and Finance,,,,,299.0,
LC225,Marketing and Management,,,,,298.0,
LC226,Enterprise and Innovation,,,234.0,,216.0,
LC233,Software Development,,,,,300.0,
LC234,Immersive Digital Media and Spatial Computing,,,,,219.0,
LC236,Internet Systems Development,,,260.0,,298.0,
LC239,Computer Networks and Systems Management,,,,,335.0,
LC241,Construction Management,,,,,276.0,
LC242,Property Valuation and Management,,,,,292.0,
LC243,Quantity Surveying,,,,,281.0,
LC248,Built Environment (Common Entry),,,,,307.0,
LC252,Civil Engineering Management,,,,,281.0,
LC263,Medical Technology,,,,,282.0,
LC265,Forensic and Pharmaceutical Sciences,,,,,335.0,
LC266,Drug and Medicinal Product Analysis,,,,,236.0,
LC275,Electrical Engineering,347.0,,,,288.0,
LC288,Mechanical Engineering,369.0,,346.0,,307.0,
LC289,Precision Engineering,,,,,280.0,
LC292,Social Care Work,,,,,360.0,
LC293,Business Studies with Travel and Tourism Managemen,264.0,,,,299.0,
LC294,Business Studies with Event Management,,,,,271.0,
LC295,Business Studies with Sports Management,,,,,263.0,
LC297,Community and Addiction Studies,262.0,,,,217.0,
LC320,Business,,,,,337.0,
LC330,Business with Computing,308.0,,,,298.0,
LC340,Interior Design,368.0,,,,298.0,
LC362,Biotechnology and Biopharmaceutical Sciences,,,,,379.0,
LC371,Creative Broadcast and Film Production,310.0,,,,298.0,
LC372,Music Technology and Production,,,,,321.0,
LC374,Renewable and Electrical Energy Engineering,319.0,,,,317.0,
LC375,Industrial Automation and Robotic Systems,,,,,321.0,
LC376,Electronic Engineering with Computer Systems,,,,,308.0,
LC380,Automotive Engineering and Transport Management,,,298.0,,282.0,
LC392,Business Studies in Beauty and Spa Management,317.0,,,,217.0,
LC393,Early Childhood Education and Care,276.0,,,,260.0,
LC401,Early Childhood Education and Care,,,,,298.0,
LC402,Social Care Work,,,,,209.0,
LC408,Environmental Science and Climate,,,,,262.0,
LC411,Marketing and Management (Thurles),,,,,226.0,
LC414,Data Analytics and Cyber Security,,,,,,
LC416,Business,,,,,,
LC418,Computing - Games Design and Development,256.0,,,,271.0,
LC422,Applied Strength and Conditioning,,,,,288.0,
LC434,Environmental Science and Agriculture,,,,,278.0,
LC502,Game Art and Design (portfolio),,Test/Portfolio,,,838.0,Test/Portfolio
LC517,Creative Media and Design,,,,,229.0,
LC518,Digital Animation Production (portfolio),,Test/Portfolio,,,816.0,Test/Portfolio
LC612,Social Care Work,,,,,319.0,
LC613,Early Childhood Education and Care,,,,,346.0,
LM002,Arts,360.0,Randomly Selected,,,329.0,
LM019,Social Sciences,,,,,,
LM020,Law and Accounting,,,,,436.0,
LM026,Performing Arts (audition format TBC),,Test/Portfolio,,,307.0,Test/Portfolio
LM028,Criminal Justice,,,,,387.0,
LM029,Law Plus,,,,,473.0,
LM038,Psychology and Sociology,,,,,478.0,
LM039,Journalism and Digital Communication,,,,,388.0,
LM040,European Studies,,,,,350.0,
LM044,Applied Languages,,,,,404.0,
LM050,Business Studies (options),,,,,419.0,
LM056,International Business,,Randomly Selected,,,511.0,
LM058,Financial Mathematics,,,,,434.0,
LM063,Technology Management,,,,,372.0,
LM066,Environmental Science,,,,,,
LM068,Food Science and Health,,Randomly Selected,,,400.0,
LM076,Product Design and Technology (portfolio required),,Test/Portfolio,,,402.0,Test/Portfolio
LM077,Aeronautical Engineering,,,,,469.0,
LM082,Construction Management and Engineering,,Randomly Selected,,,368.0,
LM089,Sport and Exercise Sciences,,Randomly Selected,,,441.0,
LM090,Physical Education with concurrent Teacher Educati,544.0,,,,498.0,Randomly Selected
LM091,Languages with concurrent Teacher Education,,,,,,
LM092,Science with Teacher Ed (Biology with Physics/Chem,,,,,478.0,
LM093,Equine Science,,,,,338.0,
LM094,Materials and Architectural Technology with concur,,,,,405.0,
LM095,Materials and Engineering Technology with concurre,,,,,358.0,
LM096,Science with Teacher Ed (Physical Sciences with Ch,,,,,382.0,
LM097,Mathematics and Computer Science with concurrent T,,,,,,
LM099,Architecture,,,,,419.0,Test/Portfolio
LM100,Physiotherapy,,Randomly Selected,,,565.0,Randomly Selected
LM101,Medicine  - Graduate Entry (GAMSAT required),,Randomly Selected,,,55.0,Randomly Selected
LM102,Psychology,,,,,495.0,
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,,Test/Portfolio,,,313.0,Test/Portfolio
LM105,Exercise and Health Fitness Management,,,,,,
LM115,Chemical and Biochemical Engineering,,,,,456.0,
LM116,Engineering (Biomedical/Civil/Design and Manufactu,,Randomly Selected,,,434.0,
LM118,Electronic and Computer Engineering,,,,,401.0,
LM121,Computer Science (Computer Systems/Games Dev/Cyber,,,,,352.0,
LM122,Creative Media and Interaction Design (Digital Des,,,,,330.0,
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,,Randomly Selected,,,412.0,
LM124,Mathematics (Math Science/Maths and Physics/Econom,,,,,427.0,
LM125,Physics (Applied Physics or Mathematics and Physic,,,,,405.0,
LM150,General Nursing,487.0,Randomly Selected,,,440.0,Randomly Selected
LM152,Mental Health Nursing,466.0,,,,388.0,
LM154,Intellectual Disability Nursing,443.0,,,,381.0,Randomly Selected
LM156,Midwifery,508.0,Randomly Selected,,,429.0,
LY108,Business - Accounting,,,,,318.0,
LY118,Business,,,,,287.0,
LY128,Marketing with Online Technologies,261.0,,,,,
LY208,Law,290.0,,,,300.0,
LY218,Business - with Spanish/Irish options,,,,,298.0,
LY228,Sports and Exercise - Common Entry,,,,,278.0,
LY408,Design - Common Entry,,Test/Portfolio,,,307.0,Test/Portfolio
LY508,Fire Safety Engineering,,,,,270.0,
LY518,Quantity Surveying,,,,,307.0,
LY528,Construction Management,,,,,267.0,
LY538,Architectural Technology,234.0,,,,,
LY608,Mechanical Engineering,,,,,304.0,
LY618,Electronic Engineering,,,,,307.0,
LY708,Applied Computing,,,,,300.0,
LY748,Computer Science,,,317.0,,,
LY818,Science - Common Entry,,,,,302.0,
LY828,Agriculture - Common Entry,300.0,,,,300.0,
LY908,General Nursing,,Randomly Selected,,,383.0,
LY918,Psychiatric Nursing,,Randomly Selected,,,291.0,Randomly Selected
LY928,Intellectual Disability Nursing,,,,,288.0,
LY968,Early Childhood Care  Health and Education,,,,,300.0,
LY978,Health and Social Care - Common Entry,,,,,260.0,
MH001,Education - Primary Teaching (Froebel),,,,,496.0,Randomly Selected
MH002,Education - Primary Teaching - Gaeltacht Applicant,,,,,441.0,Randomly Selected
MH003,Early Childhood - Teaching and Learning (full-time,,,,,,
MH101,Arts,336.0,,,,316.0,
MH103,Music,,Test/Portfolio,,Test/Portfolio,,Test/Portfolio
MH106,Psychology - 3 years,,,,,495.0,
MH107,Social Science,,,,,326.0,
MH109,Media Studies,,,,,317.0,
MH116,Community and Youth Work (Full-Time),,Test/Portfolio,,Test/Portfolio,,Test/Portfolio
MH201,Science,400.0,,,,350.0,
MH202,Biotechnology,489.0,,,,429.0,
MH203,Biological and Geographical Sciences,,,,,,
MH204,Physics with Astrophysics,,,,,420.0,
MH206,Theoretical Physics and Mathematics,,,,,498.0,
MH207,Data Science,,,,,434.0,
MH208,Biological and Biomedical Sciences,,,,,451.0,
MH209,Psychology (through Science) - 4 years,,,,,473.0,
MH210,Pharmaceutical and Biomedical Chemistry,,,,,446.0,
MH212,Science|Maths and Computer Science|Mathematics (wi,443.0,,,,444.0,
MH304,Engineering (Computer/Electronic/Communications),351.0,,333.0,,371.0,
MH305,Product Design,,,,,358.0,
MH306,Robotics and Intelligent Devices,,,,,361.0,
MH401,Finance (options),,,,,352.0,
MH402,Quantitative Finance,,,,,476.0,
MH403,Accounting and Finance,,,,,402.0,
MH404,Business (options),,,,,400.0,
MH405,Equine Business,,,,,357.0,
MH407,Business and Accounting,,,,,401.0,
MH411,Entrepreneurship,,,,,358.0,
MH501,LLB Law - four year Single Major Law programme,,,,,451.0,
MH502,Law (options),,,,,410.0,
MH601,Computer Science through Arts (options),,,,,342.0,
MH602,Computer Science through Science (options),,,,,357.0,
MH603,Computational Thinking,,,,,520.0,
MH801,Early Childhood - Teaching and Learning (part-time,,All Qualified Applicants,,,347.0,
MH802,Community and Youth Work (part-time  in service),,,,Test/Portfolio,,Test/Portfolio
MH803,Local Studies/Community Studies (part-time  evenin,,,,Test/Portfolio,,Test/Portfolio
MI001,Contemporary and Applied Theatre Studies,,,,,345.0,
MI002,Arts,,,281.0,,300.0,
MI004,Education - Primary Teaching - International,,,,,,
MI005,Education - Primary Teaching,,,,,473.0,Randomly Selected
MI006,Education - Primary Teaching - Gaeltacht Applicant,,Test/Portfolio,,,442.0,Test/Portfolio
MI007,Early Childhood Care and Education,,,,,366.0,
MI008,Education and Psychology - Primary Teaching,,,,,543.0,
MI009,Education  Business Studies and Accounting,,,,,392.0,
MI010,Education  Business Studies and Religious Studies,,,,,326.0,
MI011,Education  Gaeilge and Religious Studies,,,,,377.0,
MI012,Education  Gaeilge and Business Studies,,,,,398.0,
MI013,Education  Mathematics and Gaeilge,,,,,433.0,
MI014,Education  Mathematics and Business Studies,,,,,,
MU001,Theology and Arts,294.0,,290.0,,290.0,
MU002,Theology,,,,,292.0,
NC003,Computing (Degree Award options),,,,,261.0,
NC005,Human Resource Management,,,,,297.0,
NC009,Business,,,,,297.0,
NC010,Psychology,,,,,366.0,
NC020,Marketing Practice,,,,,270.0,
NC022,Accounting and Finance,,,,,338.0,
NC023,Technology Management (with specialisations),,,,,260.0,
NC025,Data Science,,,,,297.0,
NC030,Early Childhood Education and Care,251.0,,,,,
NM801,Montessori Education,,,,,,
NM802,Psychology,,,,,,
PC405,Social  Political and Community Studies,235.0,,216.0,,251.0,
PC410,Arts and Humanities (fulfils Teaching Council requ,230.0,,209.0,,203.0,
PC411,English and History (fulfils Teaching Council requ,224.0,,209.0,,168.0,
RC001,Medicine - Undergraduate Entry (HPAT required),740.0,Test/Portfolio,,,729.0,Test/Portfolio
RC004,Physiotherapy,589.0,Randomly Selected,,,532.0,Randomly Selected
RC005,Pharmacy,613.0,Randomly Selected,,,555.0,
RC101,Medicine - Graduate Entry (GAMSAT required),,,,,60.0,Test/Portfolio
SG141,Business,,,,,252.0,
SG142,Business in International Marketing and Languages (French),,,,,270.0,
SG144,Business in International Marketing and Languages (Spanish),,,,,280.0,
SG145,Business and ICT,,,,,,
SG146,Accounting,,,,,307.0,
SG147,Sport with Business,,,,,269.0,
SG148,Tourism with Event Management,,,,,246.0,
SG149,Business in Finance and Investment,,,,,262.0,
SG150,Business in Marketing,,,,,,
SG241,Performing Arts,,,,,279.0,
SG242,Early Childhood Care and Education,,,,,278.0,
SG243,Social Care Practice,,,,,297.0,
SG244,Fine Art,,Test/Portfolio,,,355.0,Test/Portfolio
SG245,Creative Design,,,,,261.0,
SG246,Computing,,,,,295.0,
SG247,English and Psychology,,,,,308.0,
SG248,Sociology and Politics,,,,,282.0,
SG249,Writing and Literature,,,,,279.0,
SG250,Application Design and User Experience,,,,,290.0,
SG251,Computing (Smart Technologies),,,,,303.0,
SG252,Software Development,,,,,300.0,
SG253,Computing in Computer Networks and Cyber Security,,,,,273.0,
SG254,Writing and Literature Online,,,225.0,,,
SG255,Law and Business,,,,,,
SG341,General Engineering,,,,,,
SG342,Civil Engineering,,,,,,
SG343,Quantity Surveying,,,,,261.0,
SG344,Mechanical Engineering,,,,,,
SG346,Construction Project Management and Applied Techno,,,,,289.0,
SG347,Architecture,,,,,309.0,
SG348,Interior Architecture and Design,,,,,,
SG349,Electronics and Self Driving Technologies,,,,,,
SG350,Robotics and Automation,,,,,,
SG441,Environmental Science,,,,,297.0,
SG442,Occupational Safety and Health,,,,,289.0,
SG443,Human Nutrition,,,,,357.0,
SG444,Science Undenominated,,,,,308.0,
SG445,Pharmaceutical Science with Drug Development,,,,,347.0,
SG446,Applied Archaeology,,,,,289.0,
SG447,Health Science and Physical Activity,,,,,316.0,
SG448,Forensic Investigation and Analysis,,,,,306.0,
SG449,Medical Biotechnology,,,,,329.0,
SG450,Environmental Science with Ecology (Level 8),,,,,,
TA022,Creative Digital Media,,,,,260.0,
TA023,Advertising and Marketing Communications,,,,,235.0,
TA024,Early Childhood Care and Education,,,,,217.0,
TA025,Social Care Practice,,,,,261.0,
TA026,International Hospitality and Tourism Management,,,,,208.0,
TA027,Botanical Cuisine,,,,,236.0,
TA028,Digital Marketing Technologies,,,,,220.0,
TA121,Accounting and Finance,,,,,202.0,
TA122,Management,,,,,218.0,
TA123,Marketing Management,,,,,207.0,
TA125,International Business,,,,,229.0,
TA221,Electronic Engineering,,,,,251.0,
TA222,Mechanical Engineering,,,,,243.0,
TA223,Sustainable Energy Engineering,,,,,236.0,
TA224,Biomedical Design,,,,,218.0,
TA225,Automation Engineering,,,,,235.0,
TA226,Engineering Software,,,,,243.0,
TA321,Pharmaceutical Science,,,,,261.0,
TA322,Computing,,,,,200.0,
TA323,Computing with IT Management,,,,,243.0,
TA326,DNA and Forensic Analysis,,,,,300.0,
TA327,Sports Science and Health,,,,,341.0,
TA328,Computing with Language (French/German/Spanish),,,,,218.0,
TA329,Computing with Data Analytics,,,,,218.0,
TL801,Animation  Visual Effects and Motion Design (Level,,Test/Portfolio,,,281.0,
TL802,TV  Radio and New Media (Level 8),,,,,306.0,
TL803,Music Technology,,,,,264.0,
TL810,Computing with Software Development,,,,,309.0,
TL811,Computing with Games Development,,,,,310.0,
TL812,Computing with Digital Media,,,,,369.0,
TL815,Computing (Degree Award options),,,,,308.0,
TL823,Event Management (3 year programme),,,,,291.0,
TL831,Business Studies (Major Specialism in: Acctng or M,,,,,307.0,
TL842,Construction Management,,,,,,
TL844,Agricultural Engineering,,,,,311.0,
TL845,Civil Engineering,,,,,300.0,
TL847,Manufacturing Engineering,,,,,,
TL848,Agricultural Science,,,,,331.0,
TL851,Wildlife Biology (Degree Award options),,,,,310.0,
TL855,Pharmaceutical Science (Degree Award options),,,,,342.0,
TL858,Veterinary Bioscience,,,,,326.0,
TL871,Health and Leisure (Degree Award options),,,,,303.0,
TL872,Health and Leisure with Massage,,,,,288.0,
TL873,Coaching and Sports Performance,,,,,282.0,
TL874,Inclusive Sport and Physical Activity,,,,,,
TL880,Early Childhood Care and Education,,,,,307.0,
TL881,Social Care,,,,,308.0,
TL889,Counselling with Addiction - Mature applicants onl,,,,,,Test/Portfolio
TL890,General Nursing and Mature Applicants,,,414.0,,407.0,
TL891,Mental Health Nursing and Mature Applicants,419.0,,378.0,,367.0,Randomly Selected
TR002,Music,477.0,,429.0,,414.0,Test/Portfolio
TR003,History,543.0,,493.0,,486.0,
TR004,Law,589.0,Randomly Selected,565.0,,532.0,
TR005,Philosophy,497.0,,,,391.0,
TR006,Psychology,590.0,Randomly Selected,555.0,,555.0,Randomly Selected
TR007,Clinical Speech and Language Studies,,Randomly Selected,,,499.0,
TR009,Music Education,486.0,Test/Portfolio,,,430.0,Test/Portfolio
TR012,History and Political Science,,,554.0,,532.0,Randomly Selected
TR015,Philosophy  Political Science  Economics and Socio,613.0,Randomly Selected,,,566.0,
TR016,Deaf Studies,,,,,337.0,
TR017,Law and Business,,,,,576.0,
TR018,Law and French,602.0,Randomly Selected,,,532.0,Randomly Selected
TR019,Law and German,567.0,,542.0,,523.0,
TR020,Law and Political Science,,,,,567.0,
TR021,Classics  Ancient History and Archaeology,462.0,,,,377.0,
TR022,Early and Modern Irish,,,,,347.0,
TR023,English Studies,541.0,,476.0,,463.0,
TR024,European Studies,,,542.0,,520.0,
TR025,Drama and Theatre Studies,519.0,Test/Portfolio,530.0,,489.0,Test/Portfolio
TR028,Ancient and Medieval History and Culture,463.0,,,,339.0,
TR029,Political Science and Geography,,,520.0,,477.0,
TR031,Mathematics,578.0,,,,566.0,
TR032,Engineering,555.0,,509.0,,487.0,Randomly Selected
TR033,Computer Science,549.0,Randomly Selected,,,465.0,Randomly Selected
TR034,Management Science and Information Systems Studies,625.0,Randomly Selected,,,589.0,Randomly Selected
TR035,Theoretical Physics,589.0,,,,554.0,
TR038,Engineering with Management,589.0,Randomly Selected,,,499.0,
TR039,Computer Science  Linguistics and a Language,,,424.0,,435.0,
TR040,Middle Eastern and European Languages and Cultures,499.0,,,,485.0,
TR041,Religion,,,,,347.0,
TR042,Film,522.0,,476.0,,,
TR043,History of Art and Architecture,486.0,,354.0,,,
TR051,Medicine (HPAT required),743.0,Randomly Selected,734.0,,730.0,Test/Portfolio
TR052,Dental Science,625.0,Randomly Selected,613.0,,590.0,Randomly Selected
TR053,Physiotherapy,,Randomly Selected,566.0,,533.0,Randomly Selected
TR054,Occupational Therapy,577.0,Randomly Selected,,,500.0,
TR055,Radiation Therapy,566.0,,,,510.0,
TR056,Human Health and Disease,,Randomly Selected,,,543.0,
TR060,Biological and Biomedical Sciences,577.0,Randomly Selected,543.0,,510.0,Randomly Selected
TR061,Chemical Sciences,554.0,,510.0,,488.0,Randomly Selected
TR062,Geography and Geoscience,,,,,435.0,
TR063,Physical Sciences,543.0,,498.0,,498.0,Randomly Selected
TR064,Environmental Science and Engineering,,,,,,
TR072,Pharmacy,613.0,Randomly Selected,,,555.0,Randomly Selected
TR080,Global Business,,Randomly Selected,,,565.0,
TR081,Business  Economic and Social Studies (BESS),567.0,,543.0,,518.0,Randomly Selected
TR082,Computer Science and Business,,,,,510.0,
TR083,Sociology and Social Policy,,,487.0,,451.0,
TR084,Social Studies (Social Work),487.0,,,,420.0,Randomly Selected
TR085,Business Studies and French,,,531.0,,509.0,
TR086,Business Studies and German,,,499.0,,474.0,
TR087,Business Studies and Russian,,,465.0,,467.0,
TR089,Business Studies and Polish,,,424.0,,393.0,
TR090,Business Studies and Spanish,,,,,510.0,
TR091,General Nursing (Meath and St James`s),456.0,,,,393.0,Randomly Selected
TR093,General Nursing (Adelaide School of Nursing),,Test/Portfolio,429.0,,378.0,Randomly Selected
TR095,Mental Health Nursing,,,,,358.0,
TR097,Intellectual Disability Nursing,410.0,,,,346.0,
TR111,Ancient History and Archaeology/Geography,,,,,,
TR112,Ancient History and Archaeology/History,,,,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,,,,
TR114,Ancient History and Archaeology/Modern Language,,,,,,
TR117,Ancient History and Archaeology/Religion,,,,,,
TR166,Classical Civilisation/English Literature,,,496.0,,,
TR173,Classical Civilisation/History of Art and Architecture,,,,,,
TR177,Classical Civilisation/Modern Language,,,,,,
TR179,Classical Civilisation/Philosophy,,,,,,
TR198,Economics/Geography,,,,,,
TR202,Economics/History,,,,,,
TR207,Economics/Mathematics,,,,,,
TR208,Economics/Modern Language,,,,,,
TR209,Economics/Philosophy,,,,,,
TR212,Economics/Sociology,,,,,,
TR228,Classical Languages/English Literature,,,,,,
TR231,Classical Languages/History of Art and Architecture,,,,,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,,,,
TR239,Classical Languages/Modern Language,,,,,,
TR262,English Literature/History,,,,,,
TR263,English Literature/History of Art and Architecture,,,497.0,,,
TR269,English Literature/Philosophy,,,,,,
TR272,English Literature/Sociology,,,,,,
TR276,English Literature/Drama Studies,,,,Test/Portfolio,,
TR277,English Literature/Modern Language,,,495.0,,,
TR311,Film/Drama Studies,,,,Test/Portfolio,,
TR312,Film/English Literature,,,,,,
TR320,Film/Music,,,,,,
TR322,Geography/History,,,,,,
TR323,Drama Studies/Modern Language,,,,Test/Portfolio,,
TR324,Film/Modern Language,,,,,,
TR325,Film/History,,,,,,
TR326,Geography/Modern Language,,,,,,
TR332,Geography/Sociology,,,496.0,,,
TR443,History/History of Art and Architecture,,,,,,
TR447,History/Modern Language,,,,,,
TR449,History/Philosophy,,,,,,
TR452,History/Sociology,,,,,,
TR454,History/Religion,,,,,,
TR455,History of Art and Architecture/Modern Language,,,,,,
TR479,History of Art and Architecture/Philosophy,,,,,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,,,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,,,,
