code,title,points_r1_2021,points_r1_2021_info,points_r1_2020,points_r1_2020_info,points_r1_2019,points_r1_2019_info
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,403.0,
DT204,Biomedical Science,,,,,512.0,
DT205,Mathematical Sciences,,,,,363.0,
DT206,Biomedical and Molecular Diagnostics,,,,,487.0,
DT211,Computer Science (Infrastructure),,,,,414.0,
DT220,Industrial Mathematics,,,,,317.0,
DT221,Physics with Energy and Environment,,,,,436.0,
DT222,Physics Technology,,,,,371.0,
DT223,Human Nutrition and Dietetics,,,,,566.0,
DT224,Optometry,,,,,529.0,
DT225,Public Health Nutrition,,,,,476.0,
DT227,Science with Nanotechnology,,,,,361.0,
DT228,Computer Science,,,,,466.0,
DT229,Clinical Measurement Science,,,,,509.0,
DT235,Physics with Medical Physics and Bioengineering,,,,,403.0,
DT282,Computer Science (International),,,,,402.0,
DT299,Chemical Sciences with Medicinal Chemistry,,,,,445.0,
DT302,Business Analytics,,,,,403.0,
DT304,E-Commerce in Retailing,,,,,388.0,
DT321,Business and Law,,,,,478.0,
DT341,Marketing,,,,,419.0,
DT343,Retail and Services Management,,,,,332.0,
DT354,Business Computing,,,,,341.0,
DT358,Logistics and Supply Chain Management,,,,,359.0,
DT365,Business and Management,,,,,456.0,
DT366,Accounting and Finance,,,,,454.0,
DT398,Human Resource Management,,,,,388.0,
DT399,Economics and Finance,,,,,465.0,
DT401,International Hospitality Management,,,,,337.0,
DT405,Culinary Science,,,,,377.0,
DT407,Culinary Arts,,,,,342.0,
DT412,Tourism Marketing,,,,,322.0,
DT413,Event Management,,,,,389.0,
DT416,Culinary Entrepreneurship,,,,,339.0,
DT420,Nutraceuticals in Health and Nutrition,,,,,432.0,
DT421,Food Innovation,,,,,366.0,
DT422,Pharmaceutical Healthcare,,,,,423.0,
DT491,Environmental Health,,,,,380.0,
DT501,Music,,,,,520.0,Test/Portfolio
DT504,Film and Broadcasting,,,,,467.0,
DT506,Commercial Modern Music,,,,,835.0,Test/Portfolio
DT508,Game Design,,,,,454.0,
DT517,Languages and English Studies,,,,,419.0,
DT518,Languages and International Tourism,,,,,357.0,
DT529,Drama (Performance),,,,,519.0,Test/Portfolio
DT532,Law (LL.B.),,,,,441.0,
DT533,Contemporary Visual Culture,,,,,,Test/Portfolio
DT544,Interior Design,,,,,866.0,Test/Portfolio
DT545,Design - Visual Communication,,,,,897.0,Test/Portfolio
DT546,Fine Art,,,,,813.0,Test/Portfolio
DT555,International Business and Languages,,,,,399.0,
DT559,Photography,,,,,926.0,Test/Portfolio
DT571,Social Care,,,,,424.0,
DT572,Early Childhood Education,,,,,403.0,
DT582,Journalism,,,,,373.0,
DT596,Print Media Technology and Management,,,,,311.0,
DT597,Creative and Cultural Industries,,,,,369.0,
GA181,Accounting,303.0,,309.0,,378.0,
GA182,Business,285.0,,287.0,,347.0,
GA183,Business Information Systems,298.0,,296.0,,373.0,
GA184,Marketing and Sales,300.0,,307.0,,348.0,
GA185,Finance and Economics,318.0,,293.0,,398.0,
GA186,Business with Entrepreneurship,287.0,,280.0,,328.0,
GA187,Rural Enterprise and Agri-Business,291.0,,281.0,,367.0,
GA281,Film and Documentary,310.0,,304.0,,360.0,
GA282,Heritage Studies,252.0,,220.0,,308.0,
GA283,Contemporary Art (portfolio),790.0,Test/Portfolio,679.0,,340.0,
GA284,Design,331.0,,303.0,,377.0,
GA285,Education (Art  Design and Graphics),406.0,,,,,
GA380,International Hotel Management,218.0,,242.0,,289.0,
GA381,International Tourism Management,252.0,,278.0,,290.0,
GA382,Culinary and Gastronomic Science,235.0,,206.0,,316.0,
GA384,Event Management with Public Relations,230.0,,212.0,,289.0,
GA385,Retail Management,,,,,319.0,
GA480,Construction Management,302.0,,260.0,,312.0,
GA482,Quantity Surveying and Construction Economics,304.0,,288.0,,340.0,
GA483,Architectural Technology,281.0,,265.0,,321.0,
GA484,Civil Engineering,377.0,,290.0,,362.0,
GA580,Software and Electronic Engineering,300.0,,300.0,,351.0,
GA680,Mechanical Engineering,400.0,,330.0,,389.0,
GA681,Energy Engineering,312.0,,293.0,,328.0,
GA682,Biomedical Engineering,331.0,,313.0,,383.0,
GA683,Agricultural Engineering,304.0,,309.0,,365.0,
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,413.0,,340.0,,406.0,
GA685,Manufacturing Engineering Design,336.0,,309.0,,,
GA780,Applied Freshwater and Marine Biology,366.0,,327.0,,360.0,
GA781,Applied Biology and Biopharmaceutical Science,381.0,,337.0,,376.0,
GA782,Chemical and Pharmaceutical Science,356.0,,336.0,,346.0,
GA783,Physics and Instrumentation,301.0,,363.0,,378.0,
GA784,Science (Undenominated),445.0,,372.0,,377.0,
GA785,Medical Science,517.0,,473.0,,486.0,
GA786,Forensic Science and Analysis,408.0,,317.0,,366.0,
GA787,Computing in Software Development,310.0,,270.0,,327.0,
GA788,Computing and Digital Media,270.0,,274.0,,327.0,
GA789,Agriculture and Environmental Management,340.0,,287.0,,339.0,
GA790,Sport and Exercise Science,376.0,,356.0,,379.0,
GA791,Public Health Nutrition,368.0,,368.0,,397.0,
GA880,General Nursing,440.0,Randomly Selected,429.0,,400.0,Randomly Selected
GA882,Psychiatric Nursing,369.0,,367.0,,370.0,
GA885,Outdoor Education,269.0,,252.0,,298.0,
GA887,History and Geography,201.0,,244.0,,296.0,
GA889,Applied Social Care,265.0,,266.0,,297.0,
GA890,Early Childhood Education and Care,281.0,,270.0,,319.0,
GA891,Geography and Outdoor Education,261.0,,244.0,,,
GA892,Community Development and Youth Work (Level 8),,,,,,
GA980,Education (Design Graphics and Construction),410.0,,377.0,,389.0,
GA981,Furniture Design and Manufacture,346.0,,,,350.0,
GA982,Furniture Making and Architectural Woodworking,360.0,,,,352.0,
GA983,Furniture and Digital Manufacturing,,,,,,
GA984,Furniture Design  Making and Technology - Common E,486.0,,284.0,,,
GC200,Business,269.0,,252.0,,359.0,
GC201,Accounting and Finance,260.0,,303.0,,388.0,
GC230,Computing Science,300.0,,335.0,,327.0,
GC250,Communications and Media Production,,,,,,
GC300,Business,264.0,,429.0,,302.0,
GC301,Accounting and Finance,,,253.0,,314.0,
GC302,Business - HRM,377.0,,,,269.0,
GC305,International Hospitality Management,,,253.0,,327.0,
GC307,Business (Marketing),289.0,,,,,
GC400,Business,250.0,,248.0,,297.0,
GC401,Accounting and Finance,242.0,,240.0,,309.0,
GC402,Business (HRM),,,264.0,,290.0,
GC403,Law,245.0,,244.0,,308.0,
GC405,International Hospitality Management (Dublin),,,,,272.0,
GC407,Business (Marketing),264.0,,280.0,,330.0,
GC430,Computing Science,251.0,,252.0,,269.0,
GC450,Communications and Media Production,225.0,,254.0,,307.0,
GC462,Design Communication (portfolio),300.0,Test/Portfolio,,,,
GC489,Interior Architecture (portfolio),288.0,Test/Portfolio,254.0,,361.0,Test/Portfolio
GC494,Fashion Design (portfolio),351.0,Test/Portfolio,337.0,,,Test/Portfolio
GY101,Arts (Joint-Honours),327.0,,300.0,,374.0,
GY104,BSc (Psychology),564.0,,523.0,,529.0,
GY105,Arts (History),357.0,,301.0,,358.0,
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,409.0,,397.0,
GY109,Arts (Mathematics and Education),413.0,,403.0,,487.0,
GY110,Arts (Children and Youth Studies - options),387.0,,357.0,,409.0,
GY111,Arts (English and Creative Writing),421.0,,330.0,,472.0,
GY112,Arts with Film Studies,,,321.0,,370.0,
GY113,Arts with Human Rights,413.0,,368.0,,409.0,
GY115,Arts with Performing Arts Studies,300.0,,387.0,,367.0,
GY118,Arts (Drama  Theatre and Performance Studies),453.0,,451.0,,451.0,
GY119,Arts (Journalism),484.0,,400.0,,475.0,
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,350.0,,346.0,
GY121,Arts (Children`s Studies),,,356.0,,389.0,
GY122,Na Dána (Cumarsáid agus Gaeilge),410.0,,361.0,,399.0,
GY123,Applied Social Sciences,419.0,,358.0,,388.0,
GY124,Arts (Arts with Data Science),,,454.0,,466.0,
GY125,Arts (Digital Arts and Technology),403.0,,328.0,,379.0,
GY126,Arts (English and Media Studies),,,391.0,,451.0,
GY127,Arts (Film and Digital Media),430.0,,401.0,,435.0,
GY128,Arts (Global Languages),346.0,,352.0,,440.0,
GY129,Arts (Global Experience),465.0,,420.0,,477.0,
GY130,Arts (Music),462.0,,408.0,,444.0,
GY131,Arts (History and Globalisation Studies),,,360.0,,431.0,
GY132,Government (Politics  Economics and Law),465.0,,407.0,,444.0,
GY133,Education (Computer Science and Mathematical Studi,454.0,,422.0,,466.0,
GY134,Geography and Geosystems,425.0,,410.0,,,
GY135,Arts (Global Media),442.0,,,,,
GY136,Na Dána (Léann Teanga - options),526.0,,,,,
GY201,Commerce,476.0,,433.0,,453.0,
GY202,Commerce (International) with French,520.0,,484.0,,513.0,
GY203,Commerce (International) with German,518.0,,489.0,,541.0,
GY204,Commerce (International) with Spanish,506.0,,495.0,,500.0,
GY206,Business Information Systems (Work Placement and O,509.0,,465.0,,445.0,
GY207,Commerce (Accounting) including optional Global Ex,543.0,,509.0,,510.0,
GY208,Commerce (Gaeilge),508.0,,473.0,,488.0,
GY209,Commerce (Global Experience),551.0,,530.0,,531.0,
GY250,Law and Business,510.0,,487.0,,467.0,
GY251,Law (BCL),542.0,,499.0,,498.0,
GY252,Law (BCL) and Human Rights,565.0,,520.0,,521.0,
GY253,Law and Taxation,506.0,,509.0,,,
GY254,Law (BCL)  Criminology and Criminal Justice,548.0,,530.0,,,
GY261,Business Studies in International Hotel Management,503.0,Test/Portfolio,497.0,,615.0,Test/Portfolio
GY262,Commerce in International Hotel Management (interv,709.0,Test/Portfolio,681.0,,726.0,Test/Portfolio
GY301,Science,489.0,,433.0,,456.0,
GY303,Biomedical Science,613.0,,556.0,,566.0,
GY304,Biotechnology,498.0,,465.0,,507.0,
GY308,Environmental Science,431.0,,408.0,,440.0,
GY309,Financial Mathematics and Economics,509.0,,487.0,,498.0,
GY310,Marine Science,467.0,,419.0,,456.0,
GY313,Environmental Health and Safety,412.0,,412.0,,435.0,
GY314,Earth and Ocean Sciences,422.0,,403.0,,425.0,
GY318,Biopharmaceutical Chemistry,555.0,,509.0,,532.0,
GY319,Mathematical Science,543.0,,476.0,,531.0,
GY320,Physics (Degree options: Applied Astrophysics Biom,465.0,,402.0,,487.0,
GY321,Genetics and Genomics,532.0,,508.0,,,
GY322,Agricultural Sciences,485.0,,,,,
GY350,Computer Science and Information Technology,495.0,,403.0,,466.0,
GY401,Engineering (Undenominated),522.0,,465.0,,499.0,
GY402,Civil Engineering,533.0,,455.0,,543.0,
GY405,Mechanical Engineering,541.0,,454.0,,499.0,
GY406,Electronic and Computer Engineering,555.0,,510.0,,547.0,
GY408,Biomedical Engineering,554.0,,509.0,,543.0,
GY410,Project and Construction Management,431.0,,403.0,,464.0,
GY413,Energy Systems Engineering,509.0,,502.0,,589.0,
GY414,Electrical and Electronic Engineering,433.0,,405.0,,487.0,
GY501,Medicine (five year/six year course  HPAT required,737.0,Randomly Selected,728.0,,731.0,Randomly Selected
GY502,Occupational Therapy,601.0,,555.0,,543.0,
GY503,Speech and Language Therapy,578.0,,543.0,,543.0,
GY504,Podiatric Medicine,531.0,,443.0,,463.0,
GY515,General Nursing (Galway and Portiuncula),502.0,,476.0,,466.0,
GY516,Mental Health Nursing,475.0,,440.0,,413.0,
GY517,Midwifery,520.0,,495.0,,468.0,
ID001,Accounting and Finance,,,203.0,,291.0,
ID002,Business Studies,,,294.0,,366.0,
ID003,Business Studies with Chinese,,,,,,
LC110,Art and Design (Common Entry  portfolio),794.0,Test/Portfolio,740.0,,918.0,Test/Portfolio
LC114,Fashion and Textiles for Product and Costume (port,914.0,Test/Portfolio,880.0,,988.0,Test/Portfolio
LC115,Art and Design Teacher Education (LIT and UL  port,993.0,Test/Portfolio,942.0,,,
LC220,Digital Marketing,263.0,,262.0,,288.0,
LC223,Law and Taxation,331.0,,307.0,,372.0,
LC224,Accounting and Finance,300.0,,300.0,,382.0,
LC225,Marketing and Management,298.0,,298.0,,337.0,
LC226,Enterprise and Innovation,255.0,,234.0,,298.0,
LC233,Software Development,280.0,,272.0,,371.0,
LC234,Immersive Digital Media and Spatial Computing,226.0,,225.0,,288.0,
LC236,Internet Systems Development,260.0,,262.0,,319.0,
LC239,Computer Networks and Systems Management,317.0,,307.0,,347.0,
LC241,Construction Management,326.0,,255.0,,303.0,
LC242,Property Valuation and Management,308.0,,282.0,,328.0,
LC243,Quantity Surveying,278.0,,294.0,,360.0,
LC248,Built Environment (Common Entry),300.0,,288.0,,350.0,
LC252,Civil Engineering Management,264.0,,270.0,,331.0,
LC263,Medical Technology,391.0,,294.0,,359.0,
LC265,Forensic and Pharmaceutical Sciences,498.0,,413.0,,368.0,
LC266,Drug and Medicinal Product Analysis,252.0,,262.0,,299.0,
LC275,Electrical Engineering,361.0,,298.0,,340.0,
LC288,Mechanical Engineering,378.0,,347.0,,360.0,
LC289,Precision Engineering,261.0,,291.0,,369.0,
LC292,Social Care Work,374.0,,367.0,,389.0,
LC293,Business Studies with Travel and Tourism Managemen,271.0,,307.0,,326.0,
LC294,Business Studies with Event Management,279.0,,279.0,,300.0,
LC295,Business Studies with Sports Management,262.0,,252.0,,298.0,
LC297,Community and Addiction Studies,272.0,,235.0,,269.0,
LC320,Business,381.0,,346.0,,378.0,
LC330,Business with Computing,328.0,,297.0,,326.0,
LC340,Interior Design,391.0,,350.0,,349.0,
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,,413.0,,402.0,
LC371,Creative Broadcast and Film Production,325.0,,309.0,,339.0,
LC372,Music Technology and Production,377.0,,325.0,,369.0,
LC374,Renewable and Electrical Energy Engineering,337.0,,318.0,,368.0,
LC375,Industrial Automation and Robotic Systems,309.0,,317.0,,368.0,
LC376,Electronic Engineering with Computer Systems,357.0,,318.0,,346.0,
LC380,Automotive Engineering and Transport Management,298.0,,303.0,,329.0,
LC392,Business Studies in Beauty and Spa Management,328.0,,236.0,,318.0,
LC393,Early Childhood Education and Care,309.0,,236.0,,309.0,
LC401,Early Childhood Education and Care,,,297.0,,387.0,
LC402,Social Care Work,228.0,,225.0,,290.0,
LC408,Environmental Science and Climate,279.0,,279.0,,346.0,
LC411,Marketing and Management (Thurles),,,,,300.0,
LC414,Data Analytics and Cyber Security,,,236.0,,,
LC416,Business,260.0,,274.0,,,
LC418,Computing - Games Design and Development,260.0,,270.0,,318.0,
LC422,Applied Strength and Conditioning,289.0,,298.0,,333.0,
LC434,Environmental Science and Agriculture,,,297.0,,347.0,
LC502,Game Art and Design (portfolio),841.0,Test/Portfolio,852.0,,950.0,Test/Portfolio
LC517,Creative Media and Design,279.0,,234.0,,273.0,
LC518,Digital Animation Production (portfolio),807.0,Test/Portfolio,808.0,,962.0,Test/Portfolio
LC612,Social Care Work,309.0,,320.0,,338.0,
LC613,Early Childhood Education and Care,,,242.0,,388.0,
LM002,Arts,360.0,Randomly Selected,348.0,,388.0,
LM019,Social Sciences,451.0,,,,,
LM020,Law and Accounting,474.0,,465.0,,476.0,
LM026,Performing Arts (audition format TBC),329.0,Test/Portfolio,303.0,,367.0,Test/Portfolio
LM028,Criminal Justice,420.0,,418.0,,409.0,
LM029,Law Plus,530.0,,490.0,,499.0,
LM038,Psychology and Sociology,530.0,,500.0,,489.0,
LM039,Journalism and Digital Communication,432.0,,402.0,,430.0,
LM040,European Studies,409.0,,369.0,,462.0,
LM044,Applied Languages,429.0,,442.0,,473.0,
LM050,Business Studies (options),451.0,,431.0,,455.0,
LM056,International Business,555.0,Randomly Selected,528.0,,543.0,
LM058,Financial Mathematics,468.0,,403.0,,543.0,
LM063,Technology Management,410.0,,379.0,,409.0,
LM066,Environmental Science,430.0,,,,,
LM068,Food Science and Health,464.0,Randomly Selected,421.0,,430.0,
LM076,Product Design and Technology (portfolio required),401.0,Test/Portfolio,408.0,,466.0,Test/Portfolio
LM077,Aeronautical Engineering,567.0,,520.0,,531.0,
LM082,Construction Management and Engineering,446.0,Randomly Selected,398.0,,404.0,
LM089,Sport and Exercise Sciences,498.0,Randomly Selected,474.0,,466.0,
LM090,Physical Education with concurrent Teacher Educati,552.0,,532.0,,520.0,Randomly Selected
LM091,Languages with concurrent Teacher Education,506.0,,517.0,,,
LM092,Science with Teacher Ed (Biology with Physics/Chem,521.0,,507.0,,509.0,
LM093,Equine Science,367.0,,339.0,,381.0,
LM094,Materials and Architectural Technology with concur,475.0,,440.0,,433.0,
LM095,Materials and Engineering Technology with concurre,425.0,,367.0,,409.0,
LM096,Science with Teacher Ed (Physical Sciences with Ch,454.0,,405.0,,422.0,
LM097,Mathematics and Computer Science with concurrent T,465.0,,402.0,,,
LM099,Architecture,520.0,,498.0,,473.0,Test/Portfolio
LM100,Physiotherapy,613.0,Randomly Selected,589.0,,577.0,Randomly Selected
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,Randomly Selected,55.0,,57.0,Randomly Selected
LM102,Psychology,534.0,,509.0,,519.0,
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429.0,Test/Portfolio,392.0,,403.0,Test/Portfolio
LM105,Exercise and Health Fitness Management,441.0,,,,,
LM115,Chemical and Biochemical Engineering,476.0,,454.0,,520.0,
LM116,Engineering (Biomedical/Civil/Design and Manufactu,498.0,Randomly Selected,476.0,,498.0,
LM118,Electronic and Computer Engineering,445.0,,403.0,,498.0,
LM121,Computer Science (Computer Systems/Games Dev/Cyber,402.0,,351.0,,420.0,
LM122,Creative Media and Interaction Design (Digital Des,382.0,,327.0,,430.0,
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498.0,Randomly Selected,441.0,,455.0,
LM124,Mathematics (Math Science/Maths and Physics/Econom,455.0,,437.0,,521.0,
LM125,Physics (Applied Physics or Mathematics and Physic,489.0,,404.0,,509.0,
LM150,General Nursing,498.0,Randomly Selected,475.0,,463.0,Randomly Selected
LM152,Mental Health Nursing,478.0,,419.0,,418.0,
LM154,Intellectual Disability Nursing,462.0,,420.0,,408.0,Randomly Selected
LM156,Midwifery,521.0,Randomly Selected,469.0,,444.0,
LY108,Business - Accounting,312.0,,309.0,,399.0,
LY118,Business,288.0,,290.0,,352.0,
LY128,Marketing with Online Technologies,261.0,,,,,
LY208,Law,300.0,,300.0,,359.0,
LY218,Business - with Spanish/Irish options,,,,,367.0,
LY228,Sports and Exercise - Common Entry,290.0,,300.0,,330.0,
LY408,Design - Common Entry,301.0,Test/Portfolio,320.0,,368.0,Test/Portfolio
LY508,Fire Safety Engineering,283.0,,276.0,,299.0,
LY518,Quantity Surveying,304.0,,301.0,,368.0,
LY528,Construction Management,262.0,,271.0,,291.0,
LY538,Architectural Technology,234.0,,,,,
LY608,Mechanical Engineering,300.0,,300.0,,333.0,
LY618,Electronic Engineering,321.0,,312.0,,339.0,
LY708,Applied Computing,320.0,,306.0,,348.0,
LY748,Computer Science,316.0,,317.0,,,
LY818,Science - Common Entry,302.0,,303.0,,371.0,
LY828,Agriculture - Common Entry,308.0,,307.0,,342.0,
LY908,General Nursing,429.0,Randomly Selected,400.0,,390.0,
LY918,Psychiatric Nursing,367.0,Randomly Selected,357.0,,332.0,Randomly Selected
LY928,Intellectual Disability Nursing,357.0,,326.0,,299.0,
LY968,Early Childhood Care  Health and Education,288.0,,303.0,,336.0,
LY978,Health and Social Care - Common Entry,279.0,,280.0,,299.0,
MH001,Education - Primary Teaching (Froebel),564.0,,507.0,,520.0,Randomly Selected
MH002,Education - Primary Teaching - Gaeltacht Applicant,,,,,,Randomly Selected
MH003,Early Childhood - Teaching and Learning (full-time,381.0,,,,,
MH101,Arts,338.0,,318.0,,369.0,
MH103,Music,,Test/Portfolio,,Test/Portfolio,367.0,Test/Portfolio
MH106,Psychology - 3 years,554.0,,521.0,,499.0,
MH107,Social Science,390.0,,346.0,,349.0,
MH109,Media Studies,324.0,,316.0,,377.0,
MH116,Community and Youth Work (Full-Time),,Test/Portfolio,,Test/Portfolio,271.0,Test/Portfolio
MH201,Science,401.0,,360.0,,392.0,
MH202,Biotechnology,490.0,,455.0,,446.0,
MH203,Biological and Geographical Sciences,451.0,,430.0,,,
MH204,Physics with Astrophysics,422.0,,422.0,,488.0,
MH206,Theoretical Physics and Mathematics,521.0,,510.0,,566.0,
MH207,Data Science,444.0,,445.0,,466.0,
MH208,Biological and Biomedical Sciences,543.0,,498.0,,476.0,
MH209,Psychology (through Science) - 4 years,529.0,,498.0,,485.0,
MH210,Pharmaceutical and Biomedical Chemistry,510.0,,487.0,,466.0,
MH212,Science|Maths and Computer Science|Mathematics (wi,452.0,,422.0,,476.0,
MH304,Engineering (Computer/Electronic/Communications),351.0,,333.0,,423.0,
MH305,Product Design,326.0,,357.0,,411.0,
MH306,Robotics and Intelligent Devices,362.0,,361.0,,424.0,
MH401,Finance (options),370.0,,357.0,,392.0,
MH402,Quantitative Finance,476.0,,476.0,,487.0,
MH403,Accounting and Finance,424.0,,422.0,,432.0,
MH404,Business (options),441.0,,430.0,,429.0,
MH405,Equine Business,,,357.0,,398.0,
MH407,Business and Accounting,423.0,,420.0,,420.0,
MH411,Entrepreneurship,378.0,,371.0,,388.0,
MH501,LLB Law - four year Single Major Law programme,507.0,,473.0,,476.0,
MH502,Law (options),465.0,,451.0,,442.0,
MH601,Computer Science through Arts (options),381.0,,352.0,,369.0,
MH602,Computer Science through Science (options),400.0,,351.0,,413.0,
MH603,Computational Thinking,520.0,,532.0,,543.0,
MH801,Early Childhood - Teaching and Learning (part-time,,All Qualified Applicants,327.0,,358.0,
MH802,Community and Youth Work (part-time  in service),,,,Test/Portfolio,,Test/Portfolio
MH803,Local Studies/Community Studies (part-time  evenin,,,,Test/Portfolio,,Test/Portfolio
MI001,Contemporary and Applied Theatre Studies,209.0,,375.0,,381.0,
MI002,Arts,280.0,,300.0,,378.0,
MI004,Education - Primary Teaching - International,589.0,,577.0,,,
MI005,Education - Primary Teaching,522.0,,495.0,,506.0,Randomly Selected
MI006,Education - Primary Teaching - Gaeltacht Applicant,485.0,Test/Portfolio,456.0,,473.0,Test/Portfolio
MI007,Early Childhood Care and Education,409.0,,357.0,,402.0,
MI008,Education and Psychology - Primary Teaching,590.0,,588.0,,555.0,
MI009,Education  Business Studies and Accounting,434.0,,402.0,,420.0,
MI010,Education  Business Studies and Religious Studies,370.0,,368.0,,355.0,
MI011,Education  Gaeilge and Religious Studies,407.0,,409.0,,387.0,
MI012,Education  Gaeilge and Business Studies,387.0,,401.0,,440.0,
MI013,Education  Mathematics and Gaeilge,509.0,,444.0,,465.0,
MI014,Education  Mathematics and Business Studies,476.0,,434.0,,,
MU001,Theology and Arts,294.0,,290.0,,318.0,
MU002,Theology,,,440.0,,377.0,
NC003,Computing (Degree Award options),271.0,,260.0,,316.0,
NC005,Human Resource Management,301.0,,300.0,,320.0,
NC009,Business,300.0,,300.0,,339.0,
NC010,Psychology,420.0,,400.0,,399.0,
NC020,Marketing Practice,270.0,,280.0,,307.0,
NC022,Accounting and Finance,330.0,,337.0,,376.0,
NC023,Technology Management (with specialisations),266.0,,261.0,,303.0,
NC025,Data Science,,,,,371.0,
NC030,Early Childhood Education and Care,251.0,,,,,
NM801,Montessori Education,262.0,,220.0,,,
NM802,Psychology,228.0,,,,,
PC405,Social  Political and Community Studies,263.0,,253.0,,296.0,
PC410,Arts and Humanities (fulfils Teaching Council requ,262.0,,252.0,,289.0,
PC411,English and History (fulfils Teaching Council requ,243.0,,255.0,,289.0,
RC001,Medicine - Undergraduate Entry (HPAT required),741.0,Test/Portfolio,733.0,,733.0,Test/Portfolio
RC004,Physiotherapy,589.0,Randomly Selected,566.0,,542.0,Randomly Selected
RC005,Pharmacy,613.0,Randomly Selected,579.0,,566.0,
RC101,Medicine - Graduate Entry (GAMSAT required),,,,,62.0,Test/Portfolio
SG141,Business,262.0,,261.0,,317.0,
SG142,Business in International Marketing and Languages (French),,,279.0,,388.0,
SG144,Business in International Marketing and Languages (Spanish),,,270.0,,388.0,
SG145,Business and ICT,279.0,,,,,
SG146,Accounting,304.0,,309.0,,347.0,
SG147,Sport with Business,288.0,,307.0,,316.0,
SG148,Tourism with Event Management,298.0,,269.0,,282.0,
SG149,Business in Finance and Investment,,,,,357.0,
SG150,Business in Marketing,298.0,,,,,
SG241,Performing Arts,341.0,,328.0,,348.0,
SG242,Early Childhood Care and Education,287.0,,279.0,,318.0,
SG243,Social Care Practice,309.0,,301.0,,338.0,
SG244,Fine Art,501.0,Test/Portfolio,505.0,,496.0,Test/Portfolio
SG245,Creative Design,332.0,,282.0,,338.0,
SG246,Computing,316.0,,290.0,,368.0,
SG247,English and Psychology,319.0,,309.0,,336.0,
SG248,Sociology and Politics,298.0,,281.0,,320.0,
SG249,Writing and Literature,308.0,,297.0,,338.0,
SG250,Application Design and User Experience,,,412.0,,431.0,
SG251,Computing (Smart Technologies),,,327.0,,391.0,
SG252,Software Development,310.0,,307.0,,354.0,
SG253,Computing in Computer Networks and Cyber Security,336.0,,324.0,,341.0,
SG254,Writing and Literature Online,327.0,,225.0,,,
SG255,Law and Business,291.0,,,,,
SG341,General Engineering,373.0,,,,,
SG342,Civil Engineering,418.0,,415.0,,,
SG343,Quantity Surveying,300.0,,311.0,,302.0,
SG344,Mechanical Engineering,412.0,,,,,
SG346,Construction Project Management and Applied Techno,313.0,,291.0,,351.0,
SG347,Architecture,403.0,,360.0,,357.0,
SG348,Interior Architecture and Design,359.0,,316.0,,,
SG349,Electronics and Self Driving Technologies,,,,,,
SG350,Robotics and Automation,384.0,,,,,
SG441,Environmental Science,,,,,358.0,
SG442,Occupational Safety and Health,307.0,,290.0,,330.0,
SG443,Human Nutrition,376.0,,356.0,,419.0,
SG444,Science Undenominated,358.0,,338.0,,369.0,
SG445,Pharmaceutical Science with Drug Development,357.0,,311.0,,369.0,
SG446,Applied Archaeology,,,,,290.0,
SG447,Health Science and Physical Activity,326.0,,328.0,,363.0,
SG448,Forensic Investigation and Analysis,308.0,,306.0,,348.0,
SG449,Medical Biotechnology,315.0,,341.0,,352.0,
SG450,Environmental Science with Ecology (Level 8),310.0,,300.0,,,
TA022,Creative Digital Media,,,,,318.0,
TA023,Advertising and Marketing Communications,,,,,299.0,
TA024,Early Childhood Care and Education,,,,,307.0,
TA025,Social Care Practice,,,,,297.0,
TA026,International Hospitality and Tourism Management,,,,,269.0,
TA027,Botanical Cuisine,,,,,273.0,
TA028,Digital Marketing Technologies,,,,,313.0,
TA121,Accounting and Finance,,,,,328.0,
TA122,Management,,,,,297.0,
TA123,Marketing Management,,,,,284.0,
TA125,International Business,,,,,300.0,
TA221,Electronic Engineering,,,,,321.0,
TA222,Mechanical Engineering,,,,,302.0,
TA223,Sustainable Energy Engineering,,,,,305.0,
TA224,Biomedical Design,,,,,324.0,
TA225,Automation Engineering,,,,,288.0,
TA226,Engineering Software,,,,,304.0,
TA321,Pharmaceutical Science,,,,,298.0,
TA322,Computing,,,,,294.0,
TA323,Computing with IT Management,,,,,309.0,
TA326,DNA and Forensic Analysis,,,,,362.0,
TA327,Sports Science and Health,,,,,381.0,
TA328,Computing with Language (French/German/Spanish),,,,,317.0,
TA329,Computing with Data Analytics,,,,,296.0,
TL801,Animation  Visual Effects and Motion Design (Level,718.0,Test/Portfolio,281.0,,341.0,
TL802,TV  Radio and New Media (Level 8),322.0,,325.0,,356.0,
TL803,Music Technology,,,,,288.0,
TL810,Computing with Software Development,308.0,,310.0,,341.0,
TL811,Computing with Games Development,322.0,,358.0,,334.0,
TL812,Computing with Digital Media,,,,,369.0,
TL815,Computing (Degree Award options),307.0,,308.0,,378.0,
TL823,Event Management (3 year programme),293.0,,299.0,,346.0,
